# CRIM, ZN, INDUS, CHAS, NOX, RM, AGE, DIS, RAD, TAX, PTRATIO, B, LSTAT, Y
-0.40710355,-0.48772236,-0.75534039,-0.27259857,-0.48111231,-0.63202758,-0.25514359,-0.19829676,-0.52300145,-0.76757602,0.34421334,0.22900124,-0.17424488,20.00000000
-0.41177154,-0.48772236,-0.96982713,-0.27259857,-0.91302881,0.49202812,-0.44361462,0.30549945,-0.75292215,-0.95763307,0.02055960,0.39061588,-0.85829294,26.60000000
-0.41355536,0.71402554,0.56951647,-0.27259857,-0.78345386,0.22419229,-0.53251605,-0.06139045,-0.63796180,-0.82102956,-0.11814915,0.42032930,-0.62980967,22.90000000
0.08791388,-0.48772236,1.01599907,-0.27259857,0.21859243,-0.16758885,0.54852534,-0.36206143,1.66124525,1.53092646,0.80657583,0.44105193,0.50980319,19.90000000
-0.38473470,-0.48772236,-0.07978012,-0.27259857,-0.56749561,-1.24320615,-2.09006910,-0.09865939,-0.63796180,-0.77945458,0.06679585,-0.08490834,2.36850755,23.70000000
-0.38589675,-0.48772236,-0.21109853,-0.27259857,0.26178408,-0.51093159,-0.92368234,-0.67185950,-0.40804109,-0.10237633,0.34421334,0.44105193,0.13133397,24.50000000
-0.37395374,-0.48772236,-0.72032214,-0.27259857,-0.43792065,2.50079685,0.63742676,-0.27540163,-0.17812039,-0.60127610,-0.48803915,0.33667124,-1.33488380,37.60000000
0.53640745,-0.48772236,1.01599907,-0.27259857,1.36749033,-0.49668500,0.41695122,-0.48290026,1.66124525,1.53092646,0.80657583,-3.87232665,0.60091614,13.50000000
-0.40300727,-0.48772236,-0.37597609,-0.27259857,-0.29970737,-0.61778099,1.00014460,-0.80249094,-0.52300145,-0.14395131,1.13022958,0.40980351,0.53503447,19.50000000
-0.40211303,0.45650813,-0.76993132,-0.27259857,-1.06851875,0.28830193,-1.97627527,1.71211673,-0.29308074,-0.46467259,0.29797709,0.43425403,-0.94660242,24.40000000
-0.41406187,2.94584308,-1.40317788,-0.27259857,-1.30175366,1.40950830,-1.07659280,1.67042686,-0.86788250,-0.47061187,-2.70737911,0.38951945,-0.84567730,34.60000000
-0.40646780,0.79986468,-0.90562701,-0.27259857,-1.09443374,0.10452096,-0.55740845,1.54041340,-0.40804109,-0.64285108,-0.85792914,0.17626268,-0.20087790,22.20000000
-0.39989373,-0.48772236,-0.61672651,-0.27259857,-0.92166714,-0.10490387,-2.20741899,0.91549313,-0.75292215,-1.04078303,-0.25685790,0.41429890,-0.73073480,24.70000000
0.13490580,-0.48772236,1.01599907,-0.27259857,1.36749033,0.34243896,0.63742676,-0.64614203,1.66124525,1.53092646,0.80657583,-3.35239677,0.76772295,14.10000000
-0.41046161,-0.48772236,-1.20328208,-0.27259857,-0.94758213,1.61180984,-0.21602696,-0.14253596,-0.86788250,-0.78539387,-0.21062165,0.44105193,-0.90595203,33.20000000
-0.39848949,-0.48772236,-0.61672651,-0.27259857,-0.92166714,-0.85854831,-1.23661537,0.62052658,-0.75292215,-1.04078303,-0.25685790,0.44105193,-0.34245342,19.30000000
-0.41315831,-0.48772236,-1.15221381,-0.27259857,-0.81800718,-0.20035600,-1.29351229,0.98808200,-0.63796180,0.12925570,-0.71922039,0.13043166,-0.49944805,19.80000000
0.65653856,-0.48772236,1.01599907,-0.27259857,0.65914726,-0.09778058,1.11749449,-1.24829211,1.66124525,1.53092646,0.80657583,0.10389791,-0.43777159,50.00000000
0.59650910,-0.48772236,1.01599907,-0.27259857,1.19472373,0.26550739,1.07482180,-0.98370165,1.66124525,1.53092646,0.80657583,0.38710729,0.62614743,13.10000000
0.02110076,-0.48772236,1.01599907,-0.27259857,0.86646718,-0.47389047,0.57341774,-0.43902369,1.66124525,1.53092646,0.80657583,-3.66937637,0.63035264,19.00000000
0.09647088,-0.48772236,1.01599907,-0.27259857,0.25314575,-0.40123287,0.92191134,-0.59646595,1.66124525,1.53092646,0.80657583,-0.27831962,1.21487732,19.10000000
-0.40836108,1.44365820,-1.12303194,-0.27259857,-1.01668877,1.27274107,-1.50331966,1.27625077,-0.52300145,-0.06080135,-1.50523663,0.37077040,-1.37132899,36.40000000
-0.41413522,0.37066900,-1.13908197,-0.27259857,-0.96572262,0.97356275,-1.11570943,0.68912235,-0.52300145,-1.14175084,-1.64394538,0.38984838,-1.13023008,35.40000000
-0.41427611,2.94584308,-1.13324559,-0.27259857,-1.35358364,0.00764417,-1.80558452,1.33885689,-0.63796180,-0.42309761,-1.08911039,0.44105193,-1.11901618,23.50000000
1.53907812,-0.48772236,1.01599907,-0.27259857,1.25519204,-1.43553507,1.04992940,-1.12612225,1.66124525,1.53092646,0.80657583,0.44105193,2.54512652,7.20000000
-0.28727285,-0.48772236,1.23194490,3.66839786,2.73234648,-1.81306962,0.69076762,-1.03860679,-0.52300145,-0.03110494,-1.73641788,-0.14685696,-0.07472149,15.30000000
-0.09028355,-0.48772236,1.01599907,-0.27259857,-0.19604741,-0.74457561,-1.00547166,0.14415917,1.66124525,1.53092646,0.80657583,0.39741379,-0.31301692,21.80000000
-0.27786003,-0.48772236,1.23194490,-0.27259857,0.43455068,-0.58358918,0.92546740,-0.65084818,-0.52300145,-0.03110494,-1.73641788,-0.70592960,0.24907995,17.40000000
-0.40256481,-0.48772236,-0.07978012,-0.27259857,-0.56749561,-0.56079465,-1.64556195,0.07147523,-0.63796180,-0.77945458,0.06679585,0.44105193,-0.24993872,22.60000000
4.41711537,-0.48772236,1.01599907,-0.27259857,1.19472373,-1.07367177,0.59831014,-1.03993782,1.66124525,1.53092646,0.80657583,-0.29838440,2.06433044,8.50000000
-0.41330619,2.51664740,-1.29812315,-0.27259857,-1.33630698,0.83537086,-0.75299160,1.91704837,-0.52300145,-0.29837267,-1.69018163,0.37482721,-0.92277288,24.80000000
-0.41344125,2.94584308,-1.34627324,-0.27259857,-1.22400869,-0.88561682,-1.65978618,3.22806892,-0.63796180,-0.44091546,1.63882832,0.28645448,-0.64522879,18.20000000
-0.40752971,0.04877224,-0.47665354,-0.27259857,-0.26515405,-0.56364396,-1.05170040,0.78714346,-0.52300145,-0.57751897,-1.50523663,0.37088004,0.42850239,21.70000000
-0.38088178,-0.48772236,1.56899549,-0.27259857,0.59867895,-0.48813705,0.88635077,-0.86904261,-0.63796180,0.17083068,1.26893833,0.23656665,0.59530919,17.40000000
0.24175020,-0.48772236,1.01599907,3.66839786,0.65914726,0.56753503,1.00370066,-1.15911286,1.66124525,1.53092646,0.80657583,0.20455072,-1.25077953,50.00000000
-0.41219421,-0.48772236,0.40609801,-0.27259857,-1.01668877,0.37663076,-0.62497354,1.02934404,-0.63796180,-0.70818319,-1.13534664,0.39664628,-0.73774349,27.10000000
0.73621105,-0.48772236,1.01599907,-0.27259857,1.19472373,-0.61635633,0.32804979,-1.09080232,1.66124525,1.53092646,0.80657583,-0.20299448,2.42738054,6.30000000
-0.40817245,-0.48772236,-0.04768006,-0.27259857,-1.22400869,0.18857582,-2.20386293,0.70937307,-0.63796180,-0.61315466,0.34421334,0.29665133,-0.83165992,24.20000000
-0.37888021,0.45650813,-0.76993132,-0.27259857,-1.06851875,-0.25164371,-1.19749874,2.02528992,-0.29308074,-0.46467259,0.29797709,0.36737144,-0.48963589,24.30000000
-0.39285972,-0.48772236,-0.61672651,-0.27259857,-0.92166714,-0.97252100,-0.23380725,1.08985853,-0.75292215,-1.04078303,-0.25685790,0.44105193,0.49718754,19.40000000
-0.40266727,0.04877224,-0.73929036,-0.27259857,-1.25856201,-0.98391827,-1.12993366,1.28490249,-0.63796180,-0.37558335,0.20550459,0.44105193,0.06124708,17.40000000
1.34874905,-0.48772236,1.01599907,-0.27259857,1.60072524,-0.18895873,1.11749449,-0.89409457,1.66124525,1.53092646,0.80657583,-3.80851408,1.93396882,8.70000000
0.54193941,-0.48772236,1.01599907,-0.27259857,1.36749033,1.57904269,1.09260208,-0.63810829,1.66124525,1.53092646,0.80657583,0.21047148,0.57288139,17.80000000
-0.40642355,0.58526684,-0.87644514,-0.27259857,-0.87847549,-0.50950693,-0.76010371,1.49121270,-0.17812039,-0.73787960,0.57539459,0.44105193,-0.48122546,19.60000000
-0.35625753,0.37066900,-1.04569998,-0.27259857,0.79736054,1.75997434,0.74055242,-0.78685129,-0.52300145,-0.85666526,-2.52243411,0.34752596,-0.75596608,43.10000000
1.10398536,-0.48772236,1.01599907,-0.27259857,0.21859243,-0.81438389,-0.42227828,-0.46174634,1.66124525,1.53092646,0.80657583,0.44105193,0.29533730,20.10000000
1.07222115,-0.48772236,1.01599907,-0.27259857,1.60072524,-0.61350702,0.99658854,-0.90293643,1.66124525,1.53092646,0.80657583,-1.27355443,1.56110656,10.80000000
-0.41041620,-0.48772236,2.11761463,-0.27259857,0.22723076,-0.59071248,0.04000916,-0.73080527,-0.86788250,-1.30805076,0.29797709,0.35607816,0.24066952,22.00000000
-0.39060666,-0.48772236,-0.21109853,-0.27259857,0.26178408,-0.37843833,-0.11645736,-0.65883438,-0.40804109,-0.10237633,0.34421334,0.44105193,0.03741754,21.20000000
-0.40919244,2.08745172,-1.37837329,-0.27259857,-1.24128535,0.41937052,-1.16193817,3.28729991,-0.63796180,0.01640932,-0.07191290,0.15466289,-1.00407368,24.10000000
-0.41227571,-0.48772236,-1.12740922,-0.27259857,-0.56749561,1.13169986,-0.19469062,-0.18089825,-0.86788250,-0.82102956,-0.30309415,0.43184187,-0.97463718,28.70000000
-0.34021358,-0.48772236,-0.43725801,-0.27259857,-0.14421743,-0.67191802,0.77255694,0.42163213,-0.63796180,-0.60127610,1.17646583,0.22154548,0.30234599,16.60000000
4.90812152,-0.48772236,1.01599907,-0.27259857,1.19472373,-2.51542635,1.11749449,-1.01578907,1.66124525,1.53092646,0.80657583,-2.94287799,3.40999876,7.00000000
-0.15735399,-0.48772236,1.23194490,-0.27259857,0.43455068,-0.61350702,0.82589780,-0.65270212,-0.52300145,-0.03110494,-1.73641788,0.42142573,-0.14200491,22.70000000
-0.27017048,-0.48772236,1.23194490,3.66839786,0.43455068,-0.04934218,0.85434625,-0.94914231,-0.52300145,-0.03110494,-1.73641788,-0.19466156,-1.00267194,27.00000000
-0.23065618,-0.48772236,-0.43725801,-0.27259857,-0.14421743,-0.26873962,1.00725671,-0.01675329,-0.63796180,-0.60127610,1.17646583,-1.18814208,1.07750701,13.50000000
0.17423846,-0.48772236,1.01599907,-0.27259857,1.36749033,0.01761678,0.82589780,-0.67827698,1.66124525,1.53092646,0.80657583,0.31156286,0.64717349,16.10000000
-0.39876894,-0.48772236,2.11761463,-0.27259857,0.22723076,-0.42545207,0.70499185,-0.85668302,-0.86788250,-1.30805076,0.29797709,0.31079536,0.30234599,21.40000000
-0.41213249,-0.48772236,-1.03402724,-0.27259857,-0.38609067,0.04326063,0.17158327,-0.22700906,-0.52300145,-0.66660821,-0.85792914,0.42679827,-0.89193465,24.60000000
-0.41616124,2.94584308,-1.36815964,-0.27259857,-1.46588193,-0.07783535,-1.31840469,2.51667900,-0.98284286,-0.99326877,-0.11814915,-0.16527708,0.03881927,20.10000000
-0.24805896,-0.48772236,1.23194490,-0.27259857,0.43455068,1.71580992,0.79033722,-0.86714114,-0.52300145,-0.03110494,-1.73641788,0.19468280,-1.53112710,50.00000000
-0.28678032,-0.48772236,-0.43725801,-0.27259857,-0.14421743,-0.81438389,0.90768711,0.20819139,-0.63796180,-0.60127610,1.17646583,0.03833105,1.39429976,12.70000000
-0.37163895,-0.48772236,-0.18045756,-0.27259857,-0.09238745,0.13871276,-0.04889227,-0.12480469,-0.63796180,-0.61909395,-0.02567665,0.42252217,-0.32142735,23.10000000
-0.38361574,0.37066900,-0.60943104,-0.27259857,-0.78345386,-0.61065770,-0.94146263,0.30136374,-0.75292215,-1.10017586,0.06679585,0.35059598,0.04863144,21.10000000
0.72537536,-0.48772236,1.01599907,-0.27259857,1.00468047,0.72567214,1.07482180,-1.15849488,1.66124525,1.53092646,0.80657583,0.44105193,1.20366341,13.30000000
1.36165035,-0.48772236,1.01599907,-0.27259857,1.00468047,0.51909663,0.87923865,-1.16472222,1.66124525,1.53092646,0.80657583,0.06957947,1.48401098,13.90000000
-0.37097642,-0.48772236,-0.72032214,3.66839786,-0.41200566,-0.17186283,0.80811751,-0.35512104,-0.17812039,-0.60127610,-0.48803915,0.42285110,1.23450165,21.70000000
-0.41325379,0.58526684,-0.91584067,-0.27259857,-1.11171040,0.47635687,0.06490156,0.76327993,-0.63796180,-0.75569745,0.25174084,0.42712720,-0.76157303,23.90000000
-0.37776591,-0.48772236,-0.18045756,-0.27259857,-0.09238745,-0.44539729,0.28893316,-0.32921342,-0.63796180,-0.61909395,-0.02567665,0.43381546,-0.37609513,20.30000000
-0.40613712,-0.48772236,2.42256516,-0.27259857,0.46910400,-0.42972605,1.07482180,-0.91600909,-0.63796180,1.79819419,0.76033959,0.36660394,0.75931252,13.60000000
0.00983425,-0.48772236,1.01599907,-0.27259857,1.85987514,-1.31443908,0.98236431,-0.80405965,1.66124525,1.53092646,0.80657583,0.26441612,-0.34525689,20.80000000
-0.20492927,-0.48772236,1.23194490,3.66839786,0.43455068,2.16172808,1.05348546,-0.83396037,-0.52300145,-0.03110494,-1.73641788,0.36112176,-1.50449408,50.00000000
0.23139773,-0.48772236,1.01599907,-0.27259857,1.36749033,0.21564433,0.68721157,-0.70318632,1.66124525,1.53092646,0.80657583,-2.81218284,0.49999102,14.30000000
-0.40831101,-0.48772236,0.24705682,-0.27259857,-1.01668877,-0.20605463,-0.80988851,0.14045129,-0.52300145,-0.06080135,0.11303210,0.33206621,-0.33404299,20.80000000
-0.41061997,-0.48772236,-1.15221381,-0.27259857,-0.81800718,0.06890449,-1.82692087,0.67481374,-0.63796180,0.12925570,-0.71922039,0.20323500,-0.74475218,22.60000000
0.34290895,-0.48772236,1.01599907,3.66839786,0.65914726,1.04194637,1.02859306,-1.23246232,1.66124525,1.53092646,0.80657583,0.38787479,-1.35871335,50.00000000
